,SMALL LoINV,ME1 INV2,ME1 INV3,ME1 INV4,SMALL HiINV,ME2 INV1,ME2 INV2,ME2 INV3,ME2 INV4,ME2 INV5,ME3 INV1,ME3 INV2,ME3 INV3,ME3 INV4,ME3 INV5,ME4 INV1,ME4 INV2,ME4 INV3,ME4 INV4,ME4 INV5,BIG LoINV,ME5 INV2,ME5 INV3,ME5 INV4,BIG HiINV
198809,0.7209,3.3238,2.2552,1.9499,1.5998,2.8758,3.2913,3.2276,3.4146,2.1319,1.2698,2.8015,3.1023,3.8305,2.7305,2.3322,2.186,4.1348,3.6194,4.0621,4.5681,5.1008,4.848,5.6834,3.9139
198810,-2.0859,-3.5456,-1.641,-0.8654,-3.1164,-1.7079,0.6602,-0.4652,-1.4437,-1.4329,0.5526,1.4906,0.6162,0.0022,-0.4334,1.241,0.7413,0.3136,0.8672,-1.3493,2.156,2.1667,2.857,3.1398,0.2329
198811,-5.0364,-3.7955,-4.1857,-3.8507,-6.4034,-2.3452,-2.1367,-2.9476,-3.0349,-4.711,-1.8666,-3.2454,-2.2811,-2.6928,-2.723,-1.7676,-1.9664,-3.3007,-2.4106,-1.3217,-2.203,-1.2858,-1.7944,-2.3506,-3.5287
198812,2.1604,3.4387,3.3763,3.1483,1.4282,5.4344,4.7314,3.0356,3.9619,5.2618,4.7246,3.1058,1.2855,3.715,5.2976,0.5407,2.9194,2.8102,2.1559,2.4868,1.1749,1.7385,1.6177,1.8623,3.387
198901,9.8777,5.8428,6.1929,4.8375,7.4428,6.5889,4.2243,2.947,5.387,4.7114,5.083,5.259,4.6313,4.2803,5.2232,8.8613,5.3249,5.1193,3.6288,7.6082,7.2509,6.4653,6.107,7.6144,7.5089
198902,0.4384,1.4035,1.685,0.7719,-0.2459,1.0161,2.0563,1.1461,2.6724,0.8602,1.0726,-0.1844,1.1766,0.8148,-0.5792,1.1825,-0.8215,-0.7044,0.4376,0.3166,-1.3952,-0.7475,-1.5943,-2.7615,-3.0558
198903,2.883,2.7911,2.3398,2.1277,1.1923,2.7917,2.7205,1.069,1.5182,2.7012,1.7624,1.9899,2.0474,2.7409,2.388,1.92,1.2817,0.9623,-0.2098,0.9073,2.2385,2.7988,3.0966,2.7064,1.6916
198904,3.2728,2.0357,1.639,5.0177,2.3676,4.1689,4.9071,4.2734,4.5099,4.0848,5.7048,3.0892,4.201,4.6466,5.9049,5.9236,5.6724,4.0247,5.8299,5.5346,3.7719,5.4103,4.2606,5.6209,5.0122
198905,3.1501,2.7696,2.7586,2.6593,1.7288,3.5382,3.1316,4.3062,2.4423,4.664,5.9303,3.8365,3.5373,3.9829,5.5211,7.274,3.7787,4.753,3.422,3.6657,2.7957,4.4266,4.5335,4.7259,4.7713
198906,-0.9932,-1.0301,-0.104,-1.2652,-2.086,-2.6155,-0.8531,-0.3704,-3.6037,-3.3191,-0.6276,1.5166,0.827,-0.7682,-4.5293,0.1869,0.3321,-0.0552,-0.7865,-1.7519,-0.4188,0.8561,0.2922,-0.3012,-2.2321
198907,1.2312,1.6172,1.6912,3.1953,1.1877,5.009,2.8969,3.8101,4.1051,6.541,5.2367,4.9621,5.6548,3.1293,5.26,9.0696,6.5977,6.4567,8.5086,6.3962,7.904,8.3882,9.2957,9.8151,7.7747
198908,0.282,3.1805,1.4863,0.2796,0.9411,1.763,4.0452,1.848,3.8228,3.5784,3.051,2.7005,3.625,3.7865,1.8898,2.9446,3.0194,2.9042,3.3282,5.4476,4.524,1.5528,1.8517,1.8974,3.5206
198909,1.1531,1.4221,0.0769,-1.8092,0.7251,-1.9277,0.7954,-0.5046,0.2727,2.1954,0.2285,-1.4468,0.6338,0.6176,-1.1605,-1.8711,-1.9083,-1.1344,-1.3053,-1.1273,0.6741,-0.1397,-0.1901,-0.3924,-0.3322
198910,-5.8156,-4.7195,-4.0006,-4.5841,-5.1384,-7.6051,-4.3686,-6.9827,-6.6657,-6.3496,-8.4571,-4.2484,-5.2042,-3.6497,-6.551,-5.9569,-4.4284,-3.7246,-4.3519,-5.1675,-3.2616,-2.723,-3.3042,-3.6477,-2.2268
198911,-2.8198,-3.7573,-2.402,-0.6475,-1.1817,3.1082,1.0543,0.5397,-0.4849,0.2594,0.7162,3.2095,1.9293,-0.0329,0.4368,2.5202,2.3935,0.1567,1.183,0.2649,3.1904,2.5189,2.2068,-0.118,0.36
198912,-2.2799,-1.4818,0.2777,0.0709,-3.2821,0.056,0.789,-0.197,-0.4748,1.2872,-1.3567,1.2585,0.5991,-0.0029,-0.9008,4.0986,1.1807,1.2544,2.4636,1.8388,3.9925,2.9232,1.5904,2.362,-0.756
199001,-0.4304,-3.3219,-5.8068,-4.3993,-5.885,-9.0403,-5.9146,-8.7883,-8.3025,-10.4455,-8.9157,-6.0976,-7.442,-9.9281,-10.872,-8.1771,-7.7019,-8.1162,-8.9856,-8.217,-6.1319,-6.4161,-8.174,-7.3995,-6.9902
199002,3.0984,0.8397,2.1867,1.4053,0.4161,2.8135,2.2864,3.1289,2.6816,4.5177,3.2441,0.8129,2.7077,2.1086,5.8329,0.666,1.9597,1.537,2.111,2.8756,1.9834,1.8663,0.9801,1.1866,1.3175
199003,3.4086,3.7381,2.2169,1.8812,1.9036,3.5621,3.0394,3.2278,6.1657,5.5193,3.6738,2.3688,2.8728,1.3003,4.5091,2.6603,2.0623,2.832,2.175,3.4204,2.1052,1.1096,2.1459,1.5059,1.9376
199004,-1.5857,-3.236,-0.067,-2.6709,-0.859,-5.341,-2.0141,-2.0557,-3.3467,-4.8455,-4.7158,-3.6479,-2.239,-4.5728,-3.7551,-4.8826,-6.4199,-5.4217,-4.7204,-2.8862,-3.6775,-4.123,-2.54,-3.5969,-2.9368
199005,4.0413,2.1936,3.5919,3.1825,4.7472,6.4816,4.9096,5.2454,5.9882,9.1255,6.7755,6.0026,6.4437,7.4498,8.6504,7.2265,7.8143,8.7707,8.5632,12.4324,7.6806,9.0224,10.1301,9.4049,10.1747
199006,1.2198,3.6285,1.0343,-0.3616,1.0796,2.0528,1.8614,-0.9083,-0.2269,-1.247,1.0968,0.5545,1.1241,0.2304,0.3102,-1.1832,-1.6786,-1.0699,-1.7347,-0.6889,-2.2438,-1.6006,-0.2766,-1.6897,-0.6953
199007,-1.8492,-3.1111,-1.6638,-3.5818,-3.1324,-4.1091,-2.7099,-3.2268,-3.1157,-6.1699,-5.4666,-2.6667,-2.8506,-5.0118,-4.1152,-0.7591,-2.1972,-3.0419,-1.9664,-2.0768,0.6574,1.1013,-0.4921,-1.5851,-5.6627
199008,-10.5504,-10.517,-12.5594,-9.8881,-14.1421,-12.7812,-10.9244,-10.2795,-12.346,-16.3781,-11.9989,-9.7189,-12.9524,-11.0845,-14.3968,-9.2205,-8.3033,-10.4047,-10.6403,-12.6528,-9.1038,-8.236,-9.2158,-10.0367,-9.7492
199009,-6.4426,-8.6423,-6.8164,-7.1821,-9.1915,-10.0146,-7.9817,-7.8023,-8.5473,-11.5898,-12.1885,-5.15,-7.2613,-10.5523,-10.9953,-7.7931,-5.3907,-6.7862,-7.3121,-9.4275,-4.6603,-2.4968,-5.3902,-6.5004,-10.2682
199010,-6.7084,-6.7052,-4.5183,-5.174,-7.7493,-7.2422,-6.47,-3.9416,-5.3878,-6.2981,-10.5625,-3.6018,-3.4729,-5.2075,-6.8049,-6.0747,-1.6605,-3.4593,-2.364,-3.7427,-6.0239,-0.2043,-0.7504,-0.0733,-4.4349
199011,0.3459,1.2305,1.9551,1.7331,2.693,5.8668,4.2859,5.4449,8.6131,12.0616,10.237,7.5047,8.147,10.664,13.1464,6.6186,8.6828,9.5722,10.6008,12.7548,12.1578,6.74,7.3825,8.9367,13.3376
199012,-3.4334,0.0189,-1.5436,-1.9229,-2.152,-0.5541,5.6723,5.3193,4.4556,3.478,6.0016,2.6186,4.9238,3.7874,6.9882,2.4795,5.8042,3.3786,5.0408,4.9425,6.2638,2.0768,3.614,3.7359,4.9486
199101,11.5033,9.6146,9.6691,8.202,11.3401,11.2478,10.584,7.521,8.6748,9.6481,8.9115,5.6599,6.643,7.626,11.757,7.034,4.5547,6.53,6.3604,9.2687,1.7563,4.016,5.4881,5.3945,11.7981
199102,18.4544,14.4348,12.1081,13.1962,15.434,13.6538,12.9962,11.4475,11.0798,13.8948,16.0023,9.4967,9.3429,9.7417,10.1741,12.2361,8.764,7.6333,8.1513,11.6438,6.5996,6.135,7.2504,7.3164,7.4511
199103,13.5187,6.7035,8.5748,9.5283,10.0649,8.1644,5.1265,5.799,4.9277,7.2565,5.8461,3.3476,2.2038,5.278,7.3913,1.4219,2.4978,4.4428,4.7715,4.8233,1.234,1.6827,2.6752,3.0485,2.3585
199104,6.801,3.6487,2.8087,4.9189,4.1116,-2.3459,0.8598,0.9916,1.521,-0.7286,1.6494,1.679,0.2269,1.5442,-0.8456,-0.2399,0.4574,2.0938,1.4228,0.8938,2.7078,0.5453,0.5107,1.0026,0.8602
199105,3.1834,1.8303,3.1305,2.4657,2.5647,2.8823,4.9012,3.1026,5.7548,2.701,5.4231,2.8733,3.7569,3.3045,3.742,3.0794,3.7638,4.6019,5.0642,6.7075,2.7667,3.1787,3.7713,5.6802,5.4972
199106,-3.216,-2.1888,-1.3044,-1.9505,-4.6851,-5.4885,-5.2575,-3.1282,-2.9487,-4.9825,-3.8776,-3.1497,-3.1222,-3.1374,-5.4784,-3.3873,-3.5977,-5.1933,-4.6226,-5.1357,-8.1755,-3.4062,-4.8569,-5.3592,-6.4253
199107,2.9916,4.0745,1.4501,4.8451,2.3642,1.5825,3.1247,1.1334,2.514,5.3279,8.3142,2.7788,5.1304,3.9502,5.6485,4.604,4.4888,3.2322,2.8019,7.9379,1.5816,4.7654,5.1096,3.9834,6.4663
199108,5.533,0.4642,3.1291,1.5944,2.6495,3.5462,2.8909,1.7101,1.89,4.548,5.3199,3.6908,4.1423,4.264,4.3605,1.6285,2.8022,1.7868,2.6476,3.1041,-1.5529,3.9033,1.7182,2.6329,4.6925
199109,2.1823,1.3765,-1.0595,-0.5058,2.4712,0.9857,-0.2903,-0.1522,0.0963,1.773,-2.581,0.249,0.4512,-0.1733,-0.4908,-2.93,0.753,-0.6901,-1.8518,-0.1094,-3.3756,-0.5374,-0.3622,-2.0027,-2.1067
199110,4.4106,2.3712,3.1273,2.2614,2.3112,0.9832,-1.3125,1.7426,1.142,2.99,2.9106,1.5207,2.4707,2.8794,1.8935,1.8119,1.9636,1.246,0.7161,3.4253,0.8063,3.0822,0.7843,1.4538,1.6885
199111,-0.1795,-3.1187,-2.6316,-0.3162,-2.3868,-3.6022,-4.2792,-3.4971,-3.1851,-5.487,-8.6042,-4.368,-6.0138,-3.0745,-3.4005,-6.8483,-2.4928,-3.8823,-3.7296,-3.3396,-2.9625,-2.8884,-5.8518,-4.6341,-3.3102
199112,-0.996,1.5684,2.6212,4.2664,0.8456,6.2323,6.6854,7.015,6.9181,8.3629,11.0246,9.9509,8.5431,9.7912,12.7163,12.5661,7.7704,8.2697,10.5491,12.3527,6.2093,11.0043,10.2689,11.6409,14.0489
199201,31.8879,19.387,16.142,16.7377,18.9526,13.4058,8.8851,8.1996,9.9732,7.2069,10.8717,5.3668,4.2669,5.4177,5.4905,7.6914,0.7162,2.7544,1.1653,0.3841,8.3878,-1.8606,-2.1245,-0.3094,0.091
199202,9.3225,7.7483,7.3075,7.2485,6.0827,2.7583,4.3883,3.8493,1.9001,1.2939,8.8949,4.7142,3.6374,0.8984,1.3997,5.1809,2.3368,2.8936,0.3621,1.618,6.0398,1.3683,1.7769,1.3664,1.7243
199203,0.3561,1.3708,0.483,-0.3296,-1.8145,-1.9466,-0.5347,-0.9036,-0.865,-6.9734,-0.5615,-1.2533,-0.7797,-0.007,-4.996,-1.005,-1.3485,-1.7945,-2.4306,-5.9528,-2.9604,-1.8504,-1.1426,-1.7493,-3.494
199204,-5.6238,-3.9013,-4.3959,-4.8213,-6.352,-3.7351,-1.2413,0.0463,-3.1934,-7.1789,-1.0283,1.0347,-0.0719,-1.9908,-3.8879,1.2141,2.4375,1.9264,0.5151,-2.4388,2.97,3.9781,3.9699,1.0293,1.0052
199205,0.2611,0.3756,-0.162,-0.3419,-0.0765,1.8223,2.7391,0.1928,1.5141,-0.557,1.7274,0.3596,2.2317,0.2793,0.6001,0.9272,0.8348,0.1647,0.6694,2.2546,2.4226,0.8799,1.3029,-0.0269,0.5197
199206,-3.7101,-4.6828,-5.8757,-6.3029,-6.6555,-6.0421,-3.9222,-2.6481,-2.8175,-5.8667,-1.786,-2.4199,-0.8412,-2.5293,-5.3334,-1.8863,-1.6913,-2.0426,-0.8977,-3.8578,1.3847,-1.2822,-1.0495,-1.2763,-3.7212
199207,1.6727,0.7505,1.7365,0.4936,0.129,3.6488,3.8754,3.2781,3.8829,3.5942,1.7181,3.9825,4.709,4.4716,5.2185,3.0869,1.85,4.6506,4.0279,5.3374,4.8086,3.8934,4.0735,4.5742,3.5776
199208,-3.6201,-2.8599,-2.2493,-2.1331,-3.2513,-4.5382,-1.8999,-1.7736,-1.1472,-3.1365,-7.9511,-2.8923,-1.8294,-2.5197,-2.5838,-3.4759,-2.7911,-2.1177,-1.1238,-3.0492,-3.0711,-2.4364,-2.1811,-0.8578,-3.2474
199209,0.1587,2.2839,1.4354,0.5411,1.083,2.4742,2.7797,2.1537,1.8385,2.0166,3.0049,0.4619,0.9298,1.1201,3.8342,1.8431,2.1009,1.4171,1.8392,-0.1233,3.1853,0.4393,1.8776,1.922,3.4644
199210,1.0744,2.2504,2.5193,1.4373,1.4119,4.248,1.8856,3.0297,2.6592,4.0215,2.8121,3.2976,2.2175,2.4779,5.109,1.4243,2.3689,1.4481,3.0693,5.0372,1.4686,1.2567,-0.6244,1.5784,3.852
199211,8.3135,5.4698,9.1271,7.8403,8.7981,6.6308,6.9809,7.1904,6.2998,10.6026,5.1883,6.9771,6.576,5.8373,9.5967,5.1136,4.5976,2.802,5.2226,6.0956,2.0011,3.7667,3.5073,3.3959,5.69
199212,5.6063,4.2694,1.7592,3.7906,3.6315,4.9443,4.8822,3.8392,2.9038,0.8766,2.8158,3.2386,3.552,4.8596,2.8794,3.3563,3.5658,3.6109,2.9789,1.9353,2.436,1.7777,1.5313,1.3402,1.0342
199301,11.2359,8.0419,7.7813,8.0892,8.4159,5.2586,4.6735,3.0746,4.7063,1.4998,11.6848,2.3003,2.4394,1.2454,1.2155,4.4442,3.3969,1.6118,0.8,1.8188,3.1251,3.238,1.5392,-1.2236,0.9384
199302,0.9874,-0.6664,-0.7126,-1.0525,-4.8906,0.0156,0.5181,1.1117,-0.4532,-6.2231,-1.6403,1.5734,-0.2456,0.1847,-4.767,1.6621,1.3655,3.2715,-0.8532,-2.7584,3.6239,3.2779,2.8846,1.0172,-3.3647
199303,3.3784,3.6654,2.4697,2.8378,1.1115,0.6233,5.11,2.4966,2.4436,0.7106,0.175,5.1303,3.4642,2.5517,3.6268,4.6316,3.0769,2.6637,3.9564,2.6269,2.2001,3.7278,1.1601,3.2252,2.3493
199304,-1.025,0.0413,-1.9403,-2.2973,-1.4687,-3.2057,-3.3217,-1.6466,-1.9924,-3.9428,-3.6446,-0.8481,-2.9254,-4.4922,-3.1305,-1.0635,-2.95,-0.8548,-4.0869,-3.3549,-0.5236,-1.1881,-1.2413,-2.3594,-5.4524
199305,6.5241,5.2796,3.9493,5.0557,3.5456,3.8561,5.5848,1.5135,3.4434,6.1317,3.2089,3.7023,3.6911,2.6785,7.1925,1.9088,2.9351,1.6245,2.8629,7.7423,2.5339,1.7594,1.6618,2.097,2.9592
199306,3.6241,3.6682,1.4905,2.2736,0.0326,0.6834,-0.7364,0.0387,0.4879,-0.3164,1.5013,1.7154,2.2781,-0.7767,-0.8971,2.6406,2.0702,0.8479,0.1142,1.8545,0.2372,1.4055,0.9037,0.6639,-2.556
199307,2.1562,1.462,1.0864,0.762,-0.0744,2.2802,2.9289,1.5223,1.1958,-0.3184,0.6105,1.079,0.9371,0.9524,-0.0802,2.0086,1.2409,0.6386,-0.1655,-1.3766,1.999,0.7239,1.5313,-1.1968,-0.9622
199308,4.0064,4.1086,2.5058,4.6522,3.0377,4.8288,3.4062,4.316,6.292,4.7206,5.7168,4.3303,2.6882,4.771,3.588,4.7456,4.6086,4.7302,3.3784,5.9122,4.1887,4.2181,4.066,3.7139,2.9065
199309,4.662,2.183,0.4695,3.5095,3.6434,2.6693,1.6797,1.5227,1.8826,4.0804,3.0943,0.2413,0.7651,1.3771,3.6309,-0.4732,0.6535,0.9182,-0.052,0.7982,-0.7756,0.1131,-0.4044,-0.8203,0.3515
199310,5.907,5.5198,5.0705,5.5266,5.1187,4.3045,2.0003,1.6461,3.3362,3.1912,3.0971,2.1854,1.1672,0.6935,1.1915,2.1587,0.5123,0.8811,-0.2691,1.7006,2.8087,0.7488,0.6783,0.5952,1.8775
199311,-1.5989,-1.1709,-0.7051,-1.4157,-4.1828,-4.113,-2.4286,-1.5758,-3.8471,-3.3434,-1.1044,-0.7438,-3.7787,-2.2121,-2.697,-1.8369,-3.0378,-2.8974,-2.7745,-2.661,-1.0819,-1.6947,-1.9334,-1.4254,0.4653
199312,0.1587,1.0095,0.8783,0.0215,-1.1747,1.2344,3.1762,2.5652,4.7094,3.2104,3.6174,4.4616,4.6898,4.5874,5.7205,1.7885,3.3356,4.7462,4.3058,4.99,2.4445,1.3375,2.0956,1.9571,1.4586
199401,8.6254,5.9394,5.8845,6.272,5.0571,5.5548,2.9258,1.4151,1.3134,3.3156,4.7508,3.3566,1.8766,1.2154,2.514,5.0484,2.7259,2.0553,2.3286,3.9285,4.0161,3.899,1.6661,2.6587,2.9135
199402,0.1485,0.7472,0.0008,0.1719,-1.6409,-1.2947,-0.3668,-0.2856,-1.0554,0.0536,1.1927,0.896,-1.8622,1.5606,-0.4392,-1.3875,-1.9954,-1.3166,-2.4017,-1.1554,-2.1382,-3.4413,-3.4905,-2.0147,-1.339
199403,-3.25,-3.1426,-3.7487,-4.2944,-5.63,-6.8658,-3.7345,-4.3357,-4.2479,-7.9341,-5.0673,-4.78,-3.6257,-4.18,-6.1549,-5.9862,-3.5081,-3.4806,-2.5533,-6.5517,-4.155,-4.1959,-4.5109,-3.479,-3.1965
199404,-2.5777,-0.5401,-0.4997,-1.7875,-4.2658,0.4414,1.9035,0.7373,1.4749,-1.7913,-1.5787,1.6707,1.0898,-0.031,-0.7947,2.0322,2.8516,0.9361,-0.2923,0.2387,0.7036,1.5036,0.7731,0.7538,0.8159
199405,-0.5175,0.795,0.611,-0.7701,-0.701,0.4685,-0.6286,1.6895,-0.9582,-1.8045,-0.9996,-1.2753,-0.1648,-1.3696,-0.8597,-1.8311,-0.4369,-0.6795,0.3468,0.1786,2.683,1.0981,-0.1703,1.7204,1.8617
199406,-3.973,-2.0795,-3.1867,-2.1569,-5.1467,-2.6306,-1.6656,-2.181,-0.4795,-4.6227,-2.261,-0.2696,-1.5734,-1.9611,-4.4487,-2.9252,-1.7188,-2.2279,-2.4466,-4.3876,-2.4645,-1.3094,-2.9723,-2.3736,-3.5434
199407,1.0303,2.1625,0.9522,1.3777,-1.0089,2.4201,1.7067,1.8135,1.926,2.4624,3.4965,1.8428,2.9401,3.092,2.9251,3.8464,4.7756,4.2007,3.8041,1.8642,4.1999,3.3283,2.7476,2.3795,3.4807
199408,3.7225,2.4523,3.0022,2.1261,3.1149,5.8895,6.1985,4.883,4.6617,7.8346,7.6348,3.8676,5.6233,4.5242,8.6016,4.3582,4.1071,3.8199,4.061,8.5231,6.9826,3.2631,3.8459,4.2912,5.8583
199409,1.7378,2.3748,3.122,1.8333,1.3453,0.522,-0.4157,-0.9071,0.5553,0.3721,1.4064,-1.803,-0.6085,-1.8611,-0.2085,-0.4623,-2.0117,-2.7413,-2.5346,-1.7147,0.4734,-3.2926,-2.9643,-3.1011,-3.4246
199410,0.2393,1.6247,1.1593,1.158,-1.8391,-0.7823,-1.5714,-1.503,-0.2449,0.7525,0.2066,-0.4994,0.3032,-0.1454,0.9398,-1.563,0.216,-0.119,0.6621,1.075,1.4982,1.9482,1.6489,1.5974,3.3676
199411,-4.6533,-2.7377,-2.9624,-3.2959,-5.1502,-3.6797,-3.2485,-4.276,-3.0643,-4.2331,-1.6763,-5.2441,-4.6667,-3.9209,-5.0803,-4.9988,-4.6809,-3.4925,-4.4055,-4.5157,-5.0765,-4.5577,-3.567,-3.3216,-3.345
199412,-1.3939,-2.7394,-1.5673,-2.243,-5.5484,0.3815,2.7526,2.9631,1.7981,0.9492,3.271,3.1388,2.4643,2.8366,3.203,0.8541,1.0766,0.8126,2.0493,1.7526,1.8868,0.7486,1.8013,0.9342,-0.3502
199501,7.0753,4.9954,2.1328,3.98,4.8023,-1.7731,0.1457,-0.5804,-0.8639,-0.1372,-2.014,-0.4041,-0.3039,0.0189,-1.8956,0.9969,2.4774,1.9187,1.5342,1.7248,1.3645,2.6907,2.5397,4.532,2.9999
199502,1.7341,2.7787,2.8749,3.6536,2.2389,3.6215,4.8409,3.7678,4.1122,3.4789,6.349,4.034,5.3497,4.9688,4.7774,6.3184,5.3662,4.6797,3.8531,5.1052,4.3867,4.7875,5.4962,3.3017,5.4007
199503,1.8933,1.4093,1.8651,1.0251,0.9854,2.1065,2.1211,1.2216,1.2337,4.8848,2.634,2.858,0.5616,0.0902,3.452,2.9737,3.4857,2.4343,0.5977,3.2671,4.2607,2.9107,2.2092,2.3465,2.8372
199504,2.9399,4.4934,3.5282,2.0884,1.6023,2.4437,3.6457,2.6609,2.184,1.6781,3.1123,1.9325,2.4611,1.5529,0.9778,2.2194,2.5328,0.8991,1.6373,1.1312,2.2358,2.1582,2.0676,1.7432,1.5068
199505,1.9517,2.2057,1.9542,1.7451,1.212,1.352,2.0161,3.3659,1.6356,1.195,2.086,1.668,2.3034,0.429,1.8652,1.9397,3.0519,2.8638,3.3269,2.1064,2.7585,4.1141,3.5671,4.8767,4.5028
199506,7.4346,5.2963,4.749,6.068,7.0719,7.048,3.0825,3.8688,3.7337,6.9079,2.0859,2.6495,2.91,3.5407,4.9304,2.612,2.5542,2.2976,5.7225,5.7005,1.7358,0.1831,2.2047,1.9393,5.4012
199507,6.8952,6.1099,5.1475,4.0985,6.4554,5.9339,3.3187,5.643,4.7317,8.1541,4.3865,3.6232,4.1454,5.6505,8.3271,3.5501,2.1891,3.5442,5.8869,10.2616,2.508,1.9107,4.5779,3.8612,5.2276
199508,7.3778,4.4926,3.1222,4.2759,3.42,4.1216,2.2179,3.4576,1.2871,0.9854,2.9798,1.5371,2.8196,2.7068,0.5918,0.3824,2.251,2.3826,2.2976,0.0423,2.2121,1.4933,1.3027,1.361,1.4509
199509,4.939,2.7286,2.708,2.8784,2.3549,1.677,2.6441,2.1208,0.1913,1.6088,1.5107,2.5727,1.548,1.3867,1.8886,2.184,3.3166,1.5775,1.0003,3.8001,3.3471,4.3464,3.1859,2.4317,3.4406
199510,-5.6975,-2.7185,-2.2126,-3.7429,-6.1926,-7.2361,-6.0672,-4.6948,-4.8409,-8.0292,-3.8989,-3.4229,-2.225,-3.2298,-4.5414,-3.068,-0.95,-1.2532,-3.8299,-2.0928,-1.3568,-1.1736,0.1494,-3.6112,-0.8667
199511,-2.4524,1.0097,0.3597,0.8225,0.1084,5.12,3.8391,3.5156,5.2516,4.0134,7.0705,3.6577,4.0579,3.4935,4.9616,6.0948,4.1883,5.3793,4.5099,3.183,4.3247,4.8159,5.9786,6.2929,3.7194
199512,1.8237,1.2362,1.5452,1.4065,-1.3713,3.2228,2.7213,3.7091,1.9582,1.6542,3.1176,0.7781,2.1812,1.7927,0.6476,0.7781,0.3082,2.2094,1.2578,-4.1901,4.0304,2.3055,1.5451,0.2519,-2.3158
199601,7.4516,3.8405,2.9291,1.7364,3.4265,3.6175,0.8418,0.9696,-0.6278,-2.4524,0.6942,2.2821,-0.328,-0.5483,-0.651,2.5286,0.9869,2.7453,1.484,0.7155,3.0683,3.2558,3.2172,3.7387,2.4597
199602,6.6048,3.3552,2.4097,2.8223,3.6878,0.7704,2.0958,1.7088,3.5233,5.7599,2.6846,4.6585,4.1246,3.7625,4.771,0.5948,0.3446,1.5294,1.5904,5.2696,1.276,1.1624,2.0273,2.7387,1.7232
199603,3.8657,2.9716,2.5456,3.773,3.8671,2.6664,0.7526,2.1225,2.7021,2.4383,0.8229,1.7566,3.0007,3.4004,2.0973,2.313,2.8362,0.8381,1.583,0.9692,0.8076,1.3388,2.3598,1.8921,0.4483
199604,7.054,5.6046,5.1894,8.2745,6.7391,6.6421,3.125,3.5242,6.5943,9.2341,2.7852,1.1335,0.59,5.0618,6.6051,3.6577,2.5167,1.731,2.6128,7.1269,3.1051,0.6301,0.6088,1.7428,4.7958
199605,12.0912,7.9035,6.9604,8.3951,9.3814,7.0174,4.496,3.2999,3.737,4.7572,4.3157,1.0928,1.6084,4.1375,2.0934,0.7174,0.3039,1.1544,1.4351,2.1861,0.6833,1.3468,2.3924,1.9996,1.665
199606,-3.7806,-1.2598,-2.4759,-3.6701,-4.0799,-3.7375,-2.2465,-0.7725,-4.4947,-5.8597,-1.1593,-0.3166,-1.949,-3.1201,-5.9693,-0.9957,0.5663,-0.1551,-1.4723,-5.436,0.8034,0.9173,0.1439,-1.4941,-2.5507
199607,-10.6525,-6.477,-4.8469,-5.4883,-12.0173,-9.0166,-6.6337,-7.3406,-8.5918,-14.0302,-8.3904,-5.0185,-4.4462,-6.6702,-11.7166,-6.5225,-5.3321,-4.6424,-5.1389,-8.6551,-4.2407,-5.2277,-4.5175,-4.7399,-7.6002
199608,3.8361,2.767,3.6207,4.0491,4.0792,6.0615,5.4345,4.505,5.2255,6.5127,5.3733,4.3503,5.742,6.8319,9.3888,4.5922,4.3273,4.0152,6.4289,7.1733,2.4978,2.4164,3.3292,3.4271,3.5952
199609,1.249,2.337,3.0523,2.8123,1.6604,4.5885,3.2037,3.6343,2.9915,4.3009,4.4638,1.9132,2.9379,4.1607,7.3389,1.9312,3.6743,5.4646,5.0792,4.2586,3.6855,3.7658,4.2281,5.1659,9.309
199610,-4.9406,-0.2771,-0.144,-0.8329,-4.8192,-0.276,0.025,0.0444,-0.5398,-5.394,-0.4308,0.6221,-0.3883,-1.9895,-5.5904,2.1789,1.9741,1.089,0.1607,-2.1498,1.4218,3.6156,2.884,1.7661,-0.9333
199611,0.5217,2.4311,3.3984,2.2609,0.3584,2.076,3.9586,5.0201,4.4561,2.402,3.4438,3.8973,6.2782,4.6277,4.6334,6.3186,5.5143,5.1746,5.7504,5.9584,6.6918,5.8249,6.6567,7.5117,9.0823
199612,-3.7504,0.0733,0.8993,0.1555,-1.9712,3.2687,2.6355,3.0172,2.7329,0.2688,3.3051,1.3226,1.7701,1.4995,-1.4313,1.6683,0.9828,0.7054,-0.2241,-1.6621,-1.0705,-0.9381,-2.24,-3.9192,-2.8397
199701,12.1545,6.3508,6.2168,7.177,9.6947,3.5203,2.6267,1.1159,2.6547,3.4563,1.5072,2.9854,2.2148,2.4889,2.6371,3.8539,1.6354,1.9036,3.0806,2.9782,4.3238,2.926,3.8364,5.773,5.9265
199702,-0.7266,0.2107,0.2641,-0.2869,-3.4639,-0.4392,0.3748,-1.5893,-2.6452,-5.8562,0.2905,-0.3156,0.2029,-0.0486,-4.9084,-0.6982,0.6971,3.9808,1.6189,-3.5395,0.5456,0.3921,2.4307,2.172,-2.0324
199703,-5.1832,-2.8139,-2.3571,-3.4177,-7.7075,-6.339,-2.159,-3.9923,-3.758,-8.1052,-3.7274,-1.6926,-2.4638,-4.534,-7.9279,-3.3102,-2.7347,-3.8271,-4.8256,-8.7662,-4.0513,-1.4204,-3.9071,-4.625,-5.3427
